id	match	title	describe_en	url
1441	partial	Myelodysplastic Syndrome: Refractory Anemia with Ringed Sideroblasts (RARS) - 6.	Composite of bone marrow aspirate fields shows erythroid precursors with megaloblastoid maturation, including large erythroblasts with fine chromatin and deeply basophilic cytoplasm. Several erythroid cells show dyserythropoietic changes such as irregular, multilobated or budding nuclei, and a mitotic figure is present. Granulocytic precursors are also seen. These dyserythropoietic features are compatible with a myelodysplastic neoplasm; demonstration of ring sideroblasts (at least 15%, or at least 5% with SF3B1 mutation) requires an iron stain, which is not shown.	https://imagebank.hematology.org/image/1441/myelodysplastic-syndrome-refractory-anemia-with-ringed-sideroblasts-rars--6?type=upload
1482	partial	Chronic Myelogenous Leukemia - 8.	Smear stained with what appears to be a cytochemical method shows numerous maturing granulocytic cells, including metamyelocytes, bands and segmented forms, most of which lack distinct red reaction product in the cytoplasm. Magenta-red deposits are present at the periphery of the field but cannot be confidently assigned to individual cells. The specific stain is not labeled; if this is a leukocyte alkaline phosphatase stain, the predominance of non-reactive neutrophils would indicate a low LAP score, consistent with chronic myeloid leukemia. Because the stain type and scoring cannot be verified from this image, BCR::ABL1 testing remains the definitive study.	https://imagebank.hematology.org/image/1482/chronic-myelogenous-leukemia--8?type=upload
1549	partial	Pure Red Cell Aplasia (PRCA) –  parvovirus infection - 2.	Bone marrow core biopsy at low power shows preserved architecture with bony trabeculae and hematopoietic marrow admixed with fat, with an estimated cellularity of approximately 40-50%. No focal lesions, fibrosis, or infiltrative process are identified. Lineage composition cannot be evaluated at this magnification. Assessment for pure red cell aplasia requires higher-power review and aspirate correlation to document markedly reduced erythroid precursors and the presence of giant pronormoblasts with viral inclusions; parvovirus B19 immunohistochemistry or PCR would support the diagnosis.	https://imagebank.hematology.org/image/1549/pure-red-cell-aplasia-prca--parvovirus-infection--2?type=upload
1574	partial	Red Blood Cell Diseases (RBC) 1 - 4.	Peripheral blood smear, suboptimally stained with poor contrast, shows mild anisocytosis with a subset of smaller, dense red cells lacking central pallor. Occasional red cells contain small dark punctate inclusions that could represent Howell-Jolly bodies or Pappenheimer bodies, although overlying platelets or stain precipitate cannot be excluded at this quality. No leukocytes are present for assessment. The findings are nonspecific; correlation with red cell indices, reticulocyte count and an iron stain is required to support an underproduction anemia.	https://imagebank.hematology.org/image/1574/red-blood-cell-diseases-rbc-1--4?type=upload
1588	partial	Follicular Lymphoma, Grade 1/3 - 8.	Immunohistochemical stain (red chromogen) of a lymphoid infiltrate shows a dense population of small cells with round to slightly irregular nuclei, a large proportion of which show strong membranous/cytoplasmic positivity arranged in vague nodular aggregates and sheets, with interspersed negative cells and vessels. The antigen is not indicated and the follicular architecture is not clearly evaluable in this field, so the image alone does not establish the diagnosis. In the stated context, findings may represent a B-cell or BCL2 stain in follicular lymphoma, grade 1-2, but correlation with H&E and a full panel (CD20, CD10, BCL6, BCL2, CD21) is required.	https://imagebank.hematology.org/image/1588/follicular-lymphoma-grade-13--8?type=upload
16055	partial	An unusual case of bone marrow involvement in a patient with Primary Mediastinal Germ Cell Tumor	Bone marrow aspirate smears show clusters of large atypical cells with abundant gray-blue, finely vacuolated cytoplasm, large round-oval nuclei with fine chromatin and small nucleoli, forming cohesive aggregates with smaller hematopoietic cells closely apposed. These cells do not resemble normal marrow elements. On morphology alone, metastatic germ cell tumor cells cannot be separated from megakaryoblasts or malignant histiocytes, both of which occur in association with primary mediastinal nonseminomatous germ cell tumors. Findings are suggestive of marrow involvement by a non-hematopoietic or GCT-associated neoplasm; immunophenotyping (SALL4, OCT3/4, CD30, AFP, keratin versus CD41/CD61, CD163) and i(12p) testing are required.	https://imagebank.hematology.org/image/16055/an-unusual-case-of-bone-marrow-involvement-in-a-patient-with-primary-mediastinal-germ-cell-tumor?type=upload
1628	partial	Normal Lymphoid Tissues: Part 3 - 10.	Immunohistochemical stain with a red chromogen on lymphoid tissue shows a diffuse sheet of medium-to-large cells with round to oval nuclei, most of which show membranous and granular cytoplasmic positivity. No clear follicular or zonal pattern is evident in this high-power field. Because the antibody is not specified, the lineage of the positive cells cannot be determined from the image, and a uniformly positive population of larger cells would need to be correlated with the H&E and additional markers before interpreting it as normal (for example, a germinal center) versus a neoplastic infiltrate.	https://imagebank.hematology.org/image/1628/normal-lymphoid-tissues-part-3--10?type=upload
1630	partial	Normal Lymphoid Tissues: Part 3 - 3.	Section at high power shows an aggregate of large cells with abundant pale eosinophilic cytoplasm, indistinct cell borders and irregular, folded to grooved or lobulated nuclei with vesicular chromatin and small nucleoli. Small lymphocytes are sparse, and fibrous stroma is present at the right edge. Significant mitotic activity or marked pleomorphism is not seen. The cells have a histiocytic/dendritic cell appearance, as seen with sinus histiocytes, interdigitating dendritic cells or Langerhans cells in lymphoid tissue; precise identification requires immunohistochemistry (CD68/CD163, S100, CD1a, langerin).	https://imagebank.hematology.org/image/1630/normal-lymphoid-tissues-part-3--3?type=upload
1639	partial	Normal Lymphoid Tissues: Part 4 - 2.	Immunohistochemical stain (antigen not specified) on normal lymphoid tissue shows a secondary follicle with a pale germinal center and a dense mantle zone that are largely unstained, whereas faint brown positivity is concentrated in the interfollicular and paracortical regions, with a vessel crossing the field. The chromogen signal is weak and the counterstain heavy, so the intensity and subcellular pattern cannot be reliably assessed. The compartmental distribution most closely fits a T-zone marker, but the specific antigen cannot be determined from this image. The findings illustrate preserved normal lymphoid compartmentalization.	https://imagebank.hematology.org/image/1639/normal-lymphoid-tissues-part-4--2?type=upload
1665	partial	Plasma cell - 1.	Bone marrow aspirate smear shows a group of cells including forms with eccentric round nuclei, coarse clumped chromatin, and grey-blue to basophilic cytoplasm consistent with plasma cells. A large cell at the lower left has abundant vacuolated cytoplasm with an eccentric nucleus, and a central cell with pale vacuolated cytoplasm is overlapped by several nuclei, which limits confident assignment of individual cells. A well-defined perinuclear hof is not clearly seen in every cell. Findings are consistent with plasma cells in a marrow aspirate; quantitation and light chain studies would be required to assess for a plasma cell neoplasm.	https://imagebank.hematology.org/image/1665/plasma-cell--1?type=upload
1704	partial	Acute Biphenotypic Leukemia - 7.	Bone marrow aspirate smear shows a mixed population of hematopoietic cells, including maturing granulocytes (bands and segmented forms), abundant erythroid precursors with dense round nuclei, and scattered larger immature cells with fine chromatin. Fat vacuoles and red cells are present in the background. A monotonous population of blasts is not seen in this field, so the image does not by itself demonstrate acute leukemia as the title implies; it may represent a regenerating or post-treatment marrow or a less-involved area. A formal blast count and flow cytometric assessment for residual disease are required.	https://imagebank.hematology.org/image/1704/acute-biphenotypic-leukemia--7?type=upload
1708	partial	Plasmacytoid lymphocyte - 1.	Peripheral blood smear shows a small-to-medium lymphocyte with a round nucleus, clumped chromatin and a rim of moderately basophilic cytoplasm. The nucleus is nearly central and a perinuclear hof is not appreciated, so plasmacytoid features (eccentric nucleus, abundant deep-blue cytoplasm) are only subtle in this cell. Surrounding red cells are unremarkable apart from occasional small dot-like inclusions. Findings are compatible with a reactive lymphocyte with mild plasmacytoid differentiation; a single cell cannot establish a clonal process.	https://imagebank.hematology.org/image/1708/plasmacytoid-lymphocyte--1?type=upload
1721	partial	Aneuploid cell - 1.	Peripheral blood smear shows a binucleate cell with two separate, similarly sized nuclei containing coarsely clumped chromatin and a moderate rim of deeply basophilic cytoplasm with peripheral accentuation. No nucleoli, granules, or vacuoles are seen. The appearance resembles a binucleate reactive (plasmacytoid) lymphocyte, a cell that may result from abnormal mitosis or failed cytokinesis. Ploidy cannot be determined from morphology; the designation 'aneuploid cell' requires cytogenetic or DNA content correlation, so the image only partially supports the title.	https://imagebank.hematology.org/image/1721/aneuploid-cell--1?type=upload
17751	partial	Touch imprint matters…	Panel A shows a bone marrow touch imprint containing clusters of medium-to-large mononuclear cells with round nuclei, moderate grey-blue cytoplasm and occasional perinuclear or peripheral cytoplasmic clearing, admixed with a few small lymphocytes. Panel B shows the corresponding trephine biopsy, which is diffusely packed with a monotonous cellular infiltrate replacing normal fat and hematopoiesis, with cells separated by clear cytoplasmic spaces. Image resolution precludes assessment of fine nuclear detail and definitive lineage assignment. The figure illustrates that when a packed or fibrotic marrow yields a dry tap, a touch imprint of the core provides cytologic material; findings indicate a diffuse marrow-replacing infiltrate requiring immunophenotyping for classification.	https://imagebank.hematology.org/image/17751/touch-imprint-matters?type=upload
1776	partial	Neuroblastoma - pleural fluid - 4.	Cytospin preparation of pleural fluid shows low cellularity, with a small group of large cells having abundant vacuolated cytoplasm with ruffled borders and round central nuclei with small nucleoli, accompanied by vacuolated macrophages, a neutrophil and scattered red cells. The morphology in this field favors reactive mesothelial cells and histiocytes. No cohesive clusters of small round cells characteristic of metastatic neuroblastoma are present in this field; the image therefore only partially supports the stated diagnosis, and review of additional fields and immunocytochemistry would be required.	https://imagebank.hematology.org/image/1776/neuroblastoma--pleural-fluid--4?type=upload
1792	partial	Gaucher's Disease - 4.	Cytochemically stained smear (reaction likely PAS or acid phosphatase; exact stain not specified) shows a single large cell with abundant cytoplasm displaying strong, diffuse magenta-purple granular to fibrillary positivity, with surrounding yellow-counterstained erythrocytes. The nucleus is largely obscured, and the striated cytoplasmic texture seen on Romanowsky stains cannot be evaluated here. Strong cytoplasmic positivity in a large histiocyte is consistent with a Gaucher cell in the given context; the diagnosis should be confirmed by glucocerebrosidase assay or GBA1 testing.	https://imagebank.hematology.org/image/1792/gauchers-disease--4?type=upload
1803	partial	Paraneoplastic hypercalcemia in Diffuse Large B-Cell NHL - 10.	Low-power H&E section of a bone biopsy shows bony trabeculae with an intertrabecular marrow space that is replaced by a dense cellular infiltrate, with loss of normal fat and hematopoietic elements. Dense parallel fibrocollagenous tissue is present at the left, and crushed spindled cells are seen at the lower interface. Cytologic detail is limited at this magnification, so the cell type cannot be determined from this field alone. In the clinical context, findings are compatible with marrow and bone involvement by diffuse large B-cell lymphoma, which requires high-power morphology and immunohistochemistry for confirmation.	https://imagebank.hematology.org/image/1803/paraneoplastic-hypercalcemia-in-diffuse-large-bcell-nhl--10?type=upload
1809	partial	Paraneoplastic hypercalcemia in Diffuse Large B-Cell NHL - 6.	Immunohistochemical stain (antigen not specified) shows sheets of discohesive medium to large round cells with strong, diffuse membranous and cytoplasmic positivity in nearly all neoplastic cells, with occasional interspersed negative cells and small vessels. The nuclei are round to oval and larger than those of small lymphocytes. The diffuse, uniform staining of a sheet-like large-cell population is typical of a lineage marker such as CD20 in diffuse large B-cell lymphoma, but the specific antigen cannot be confirmed from the image. Findings are supportive of the reported diagnosis of diffuse large B-cell lymphoma.	https://imagebank.hematology.org/image/1809/paraneoplastic-hypercalcemia-in-diffuse-large-bcell-nhl--6?type=upload
1884	partial	Hairy Cell Leukemia - 11.	Smear shows a single pale mononuclear cell with purple granular deposits concentrated at the periphery of the cytoplasm and a poorly delineated nucleus. Distinct hairy cytoplasmic projections are not evident, and the staining pattern raises the possibility of a cytochemical preparation rather than a routine Romanowsky stain. The surrounding red cells show slit-like central pallor, likely artifactual. Morphology in this single field is not diagnostic on its own; correlation with TRAP cytochemistry and flow cytometry (CD11c, CD25, CD103, CD123) is required to support hairy cell leukemia.	https://imagebank.hematology.org/image/1884/hairy-cell-leukemia--11?type=upload
18913	partial	Concomitant microfilaria and malaria infection	Peripheral blood films show microfilariae: panel A contains a coiled larva with a column of densely packed nuclei enclosed by a pale sheath, and panel B shows an undulating larva in a thinner area of the film. The tail region and cephalic space cannot be evaluated at this magnification, so species identification (e.g., Wuchereria bancrofti versus Brugia malayi) is not possible from this image. Malaria parasites are not clearly identified in these panels, so the concomitant Plasmodium infection must be documented on separate fields or by antigen testing. Findings are consistent with sheathed microfilaremia, most likely lymphatic filariasis in this clinical setting.	https://imagebank.hematology.org/image/18913/concomitant-microfilaria-and-malaria-infection?type=upload
1916	partial	Acute Basophilic Leukemia - 2.	Peripheral blood smear shows several granulated cells with abundant coarse, dark basophilic granules that overlie the nucleus. Nuclei range from round to lobulated, and nuclear detail is largely obscured by the granules. Most cells at this field resemble basophils rather than unequivocal blasts, so blast enumeration and immunophenotyping (CD123, CD203c, CD13/CD33 with CD117 negativity) are needed. In the appropriate clinical and immunophenotypic context, findings are suggestive of acute basophilic leukemia, after exclusion of BCR-ABL1-positive CML.	https://imagebank.hematology.org/image/1916/acute-basophilic-leukemia--2?type=upload
1952	partial	Angioimmunoblastic T Cell Lymphoma - 12.	Very low-power immunohistochemical stain (antibody not labeled) of a lymph node shows multiple irregular, geographic tan-staining zones of variable size separated by paler areas with scattered hematoxylin-stained nuclei. The stained zones are irregular rather than round and discrete. Owing to low contrast and resolution, the cellular localization of staining cannot be assessed and the antibody cannot be inferred with confidence. If this represents a follicular dendritic cell marker such as CD21 or CD23, the irregular expanded pattern would support angioimmunoblastic T-cell lymphoma.	https://imagebank.hematology.org/image/1952/angioimmunoblastic-t-cell-lymphoma--12?type=upload
1953	partial	Angioimmunoblastic T Cell Lymphoma - 13.	Low-power immunohistochemical stain (antibody not labeled) of a lymph node shows positive small lymphoid cells arranged in irregular, geographic aggregates and sheets, including around thick-walled hyalinized vessels, with scattered positive cells in intervening large pale areas that are largely negative. Normal compartmentalization of follicles and paracortex is not evident. Because the antibody is not identified, the lineage of the positive population cannot be determined from this image alone; in context it most likely highlights a lymphoid subset in the disrupted architecture of angioimmunoblastic T-cell lymphoma.	https://imagebank.hematology.org/image/1953/angioimmunoblastic-t-cell-lymphoma--13?type=upload
1963	partial	Angioimmunoblastic T Cell Lymphoma - 9.	Peripheral blood smear shows an atypical lymphoid cell with an irregular, folded and lobulated nucleus, coarsely clumped chromatin, and a moderate amount of deeply basophilic, finely vacuolated cytoplasm. The red cells are normochromic and a small platelet clump is present. This cell has plasmacytoid or immunoblastic features; such circulating atypical lymphoid cells and plasmacytoid cells may be seen in angioimmunoblastic T-cell lymphoma, but the morphology is not specific and requires flow cytometry (for example CD10-positive, surface CD3-negative T cells) for interpretation.	https://imagebank.hematology.org/image/1963/angioimmunoblastic-t-cell-lymphoma--9?type=upload
19635	partial	Light chain deposition	Kidney biopsy stained with H&E shows proximal tubules with epithelial cells distended by abundant bright eosinophilic, fractured-appearing cytoplasmic material, with focal vacuolization and cell sloughing and mild interstitial edema. Electron microscopy demonstrates numerous electron-dense rhomboid and polygonal crystalline inclusions filling the cytoplasm of the tubular epithelial cells. The powdery, non-crystalline linear deposits along tubular and glomerular basement membranes that define light chain deposition disease are not shown in these panels, so the image is only partially concordant with the title. Findings are consistent with a monoclonal light chain-related tubulopathy with intracellular crystals (light chain proximal tubulopathy/crystal-storing pattern) in the setting of an IgG monoclonal gammopathy; immunofluorescence for kappa and lambda is required to confirm light chain restriction.	https://imagebank.hematology.org/image/19635/light-chain-deposition?type=upload
1982	partial	Aplastic Crisis in a Patient with Sickle Cell Disease - 3.	Section shows large rounded empty spaces separated by thin septa that contain sparse nucleated cells and abundant sickled erythrocytes. Vascular channels are distended and packed with aggregates of elongated sickle-shaped red cells (thick arrow), and individual sickle forms are scattered in the stroma (thin arrow). Active hematopoietic precursors, including the giant pronormoblasts of parvovirus B19 infection, are not evident in this field; tissue site cannot be determined with certainty from this image. Findings are consistent with sickle cell disease with in situ sickling and vaso-occlusion, compatible with a hypocellular marrow in the setting of aplastic crisis.	https://imagebank.hematology.org/image/1982/aplastic-crisis-in-a-patient-with-sickle-cell-disease--3?type=upload
2019	partial	Toxoplasmosis - 5.	Immunohistochemical stain (antibody not specified) shows a band-like zone of cells with abundant pale cytoplasm displaying membranous and reticular cytoplasmic positivity, with largely negative adjacent tissue. The counterstain is faint and nuclear morphology cannot be assessed. The distribution suggests highlighting of a sinusoidal population such as monocytoid B cells or histiocytes in toxoplasma lymphadenitis, but the specific marker and cell type cannot be determined from this image alone; no organisms are identifiable.	https://imagebank.hematology.org/image/2019/toxoplasmosis--5?type=upload
2024	partial	Gaucher Disease - 3.	Smear (probably bone marrow aspirate) shows a large aggregate of cells with abundant pale blue cytoplasm and indistinct borders, containing numerous small, eccentric, irregular nuclei, with scattered vacuoles and stretched crush artifact. The distinctive fibrillary, crumpled tissue paper texture of Gaucher cell cytoplasm is not clearly resolved at this resolution, so the morphology alone is only suggestive. In the proper clinical context the findings are consistent with clusters of Gaucher cells; confirmation by glucocerebrosidase enzyme assay or GBA1 genotyping is recommended.	https://imagebank.hematology.org/image/2024/gaucher-disease--3?type=upload
20380	partial	Visceral leishmaniasis involving the bone marrow	The smear shows a disrupted macrophage with numerous small round-to-oval intracellular and extruded organisms measuring roughly 2-4 µm, and a second cell containing several similar bodies; adjacent mononuclear cells lack organisms. At this resolution the characteristic nucleus and rod-shaped kinetoplast of each organism are not clearly resolved. The field has sparse nucleated cells in a red cell monolayer, resembling a peripheral blood film or a thin area of an aspirate smear rather than a cellular marrow particle. Findings are consistent with Leishmania amastigotes and support visceral leishmaniasis; confirmation by PCR, culture, or serology is recommended.	https://imagebank.hematology.org/image/20380/visceral-leishmaniasis-involving-the-bone-marrow?type=upload
20381	partial	AML and Hgb E	Peripheral blood smear shows marked leukocytosis composed predominantly of medium-to-large blasts with fine chromatin, visible nucleoli and basophilic cytoplasm, some forming clusters. The background red cells are microcytic with anisopoikilocytosis and occasional target cells. The bone marrow aspirate shows sheets of similar blasts, and a cytochemical stain highlights granular positivity in a subset of blasts, supporting myeloid lineage. Findings are consistent with acute myeloid leukemia; the microcytic target cell picture could reflect hemoglobin E, which must be confirmed by hemoglobin HPLC or electrophoresis.	https://imagebank.hematology.org/image/20381/aml-and-hgb-e?type=upload
2051	partial	Follicular Lymphoma - 10.	Low-power immunohistochemical stain of a lymph node shows effacement of architecture by numerous closely packed, relatively uniform follicles that stain more intensely than the internodular areas. The specific antibody is not indicated, and diffuse background staining reduces contrast; cytologic detail cannot be assessed. If this represents BCL2, positivity within germinal center-like nodules supports neoplastic follicles, as reactive germinal centers are BCL2-negative. Findings are consistent with a follicular growth pattern in keeping with follicular lymphoma.	https://imagebank.hematology.org/image/2051/follicular-lymphoma--10?type=upload
2070	partial	Burkitt Lymphoma - 6.	Cytologic preparation shows a population of medium to large atypical lymphoid cells with round to irregular nuclei, finely dispersed chromatin, small nucleoli and scant basophilic cytoplasm, admixed with numerous neutrophils. The classic deeply basophilic cytoplasm with sharply punched-out lipid vacuoles is not convincingly demonstrated, and cell preservation is suboptimal. The atypical cells are compatible with a high-grade lymphoma, but the morphology in this field is not specific for Burkitt lymphoma; confirmation requires immunophenotyping (CD10+, BCL2-, Ki-67 near 100%) and MYC rearrangement studies.	https://imagebank.hematology.org/image/2070/burkitt-lymphoma--6?type=upload
2108	partial	Dohle Bodies - 5.	Peripheral blood smear at oil immersion shows a hyposegmented neutrophil with coarse chromatin and fine purple cytoplasmic granules on a faintly grayish-blue cytoplasm. A discrete Döhle body is not clearly identifiable in this image, although subtle cytoplasmic basophilia may be present. Red cells show refractile drying artifact. Findings are only partially consistent with the labeled Döhle body; mild reactive neutrophil changes of this type are common in normal pregnancy.	https://imagebank.hematology.org/image/2108/dohle-bodies--5?type=upload
2120	partial	Autoimmune Lymphoproliferative Syndrome - 1.	Low-power H&E section of lymph node shows diffuse expansion of the nodal parenchyma, with a mottled pattern of paler zones rich in small vascular channels consistent with paracortical expansion. Well-formed secondary follicles are not apparent in this field, and a fibrous trabecula is present. Cellular composition, including the double-negative T cells characteristic of ALPS, cannot be judged at this magnification and would require high-power review and immunophenotyping (CD3+, CD4-, CD8-, TCR alpha/beta+). Findings are compatible with paracortical hyperplasia as seen in autoimmune lymphoproliferative syndrome, but are not specific.	https://imagebank.hematology.org/image/2120/autoimmune-lymphoproliferative-syndrome--1?type=upload
2124	partial	Autoimmune Lymphoproliferative Syndrome - 4.	Low-power immunohistochemical stain of a lymph node shows preserved architecture with multiple strongly positive nodules corresponding to follicles, separated by broad, expanded interfollicular/paracortical zones that contain only scattered positive cells. The antibody is not specified in the image; the follicular distribution suggests a B-cell marker such as CD20, which would indicate that the expanded paracortex is composed of non-B cells. The architecture is not effaced. In the appropriate clinical context, the pattern of follicular hyperplasia with marked paracortical expansion is consistent with autoimmune lymphoproliferative syndrome, pending demonstration of CD4-/CD8- TCRαβ+ double-negative T cells.	https://imagebank.hematology.org/image/2124/autoimmune-lymphoproliferative-syndrome--4?type=upload
2126	partial	Autoimmune Lymphoproliferative Syndrome - 6.	Low-power immunohistochemical stain of lymph node shows negative follicles separated by an expanded interfollicular compartment containing a prominent positive meshwork of linear and ring-like profiles, suggestive of a rich vascular or stromal network, along with scattered positive single cells. The antibody is not labeled, which precludes precise interpretation. This pattern highlights paracortical expansion with vascular proliferation, which can accompany the florid reactive changes of autoimmune lymphoproliferative syndrome, but it is not specific; diagnosis depends on demonstration of TCRαβ+ CD4-/CD8- double-negative T cells.	https://imagebank.hematology.org/image/2126/autoimmune-lymphoproliferative-syndrome--6?type=upload
2127	partial	Autoimmune Lymphoproliferative Syndrome - 7.	Low-power immunohistochemical stain of a lymph node (antibody not specified in the image) shows numerous positive small cells concentrated in expanded interfollicular and paracortical regions, with focal dense aggregates, while multiple round follicle-like areas are largely negative. The distribution indicates an expanded T-zone or interfollicular population rather than follicular involvement. In autoimmune lymphoproliferative syndrome, paracortical T cells are increased and a large fraction are CD4- CD8- double-negative T cells; interpretation requires the corresponding CD3, CD4 and CD8 stains and flow cytometry.	https://imagebank.hematology.org/image/2127/autoimmune-lymphoproliferative-syndrome--7?type=upload
2129	partial	Autoimmune Lymphoproliferative Syndrome - 9.	Low-power immunohistochemical stain of lymphoid tissue shows a preserved, vaguely nodular architecture, with nodules containing aggregates of positive cells and scattered positive cells in the intervening compartments. The antibody is not specified, and the weak staining intensity and low magnification limit interpretation of which compartment is expanded. In the appropriate clinical setting, a reactive-appearing pattern like this is compatible with autoimmune lymphoproliferative syndrome, but diagnosis requires demonstration of expanded TCRαβ+ CD4-/CD8- double-negative T cells and supportive genetic or biomarker studies.	https://imagebank.hematology.org/image/2129/autoimmune-lymphoproliferative-syndrome--9?type=upload
2139	partial	Acute Myeloid Leukemia with Multilineage Dysplasia - 1.	Bone marrow aspirate smear shows several blasts with round nuclei, fine chromatin, and moderate deeply basophilic cytoplasm, admixed with a hypogranular myeloid cell with abnormal nuclear lobation and erythroid precursors showing irregular nuclear contours. Small lymphocytes and late normoblasts are also present. The degree of multilineage dysplasia cannot be quantified from this single field. Findings are suggestive of acute myeloid leukemia with dysplastic features, compatible with AML with myelodysplasia-related changes when blast count and lineage dysplasia criteria are met.	https://imagebank.hematology.org/image/2139/acute-myeloid-leukemia-with-multilineage-dysplasia--1?type=upload
2140	partial	Acute Myeloid Leukemia with Multilineage Dysplasia - 2.	Bone marrow aspirate smear at medium power is cellular, with numerous blasts with fine chromatin and basophilic cytoplasm admixed with many erythroid precursors, including small dense late normoblasts, and scattered granulated myeloid precursors. A few cells show irregular nuclear contours suggestive of dysplasia, but detailed dysplastic features cannot be fully assessed at this magnification. Findings are consistent with acute myeloid leukemia with a prominent erythroid component; classification as AML with myelodysplasia-related changes depends on blast count and multilineage dysplasia quantification.	https://imagebank.hematology.org/image/2140/acute-myeloid-leukemia-with-multilineage-dysplasia--2?type=upload
2141	partial	Acute Myeloid Leukemia with Multilineage Dysplasia - 3.	Hemodilute smear at low-to-medium power shows scattered large blasts with round nuclei and basophilic cytoplasm, monocytoid cells with folded nuclei, occasional late erythroid precursors, and small lymphocytes. A neutrophil with hypogranular cytoplasm and abnormal nuclear segmentation is present. The magnification and hemodilution limit reliable assessment of multilineage dysplasia and blast percentage. Findings are suggestive of acute myeloid leukemia with dysplastic features and should be correlated with a cellular aspirate and genetic studies for classification as AML with myelodysplasia-related changes.	https://imagebank.hematology.org/image/2141/acute-myeloid-leukemia-with-multilineage-dysplasia--3?type=upload
2142	partial	Acute Myeloid Leukemia with Multilineage Dysplasia - 4.	Thin smear area shows several blasts with round to oval nuclei, fine chromatin, and moderate basophilic cytoplasm, together with a coarsely granulated promyelocyte-like cell, a monocytoid cell with abundant pale vacuolated cytoplasm, and a small lymphocyte. The red cells are in a monolayer with mild anisocytosis. Definite multilineage dysplasia is not demonstrable in this limited field. Findings support an acute myeloid leukemia; the subclassification as AML with multilineage dysplasia requires evaluation of dysplasia across the whole aspirate.	https://imagebank.hematology.org/image/2142/acute-myeloid-leukemia-with-multilineage-dysplasia--4?type=upload
2180	partial	Enteropathy Type T Cell Lymphoma - 3.	Low-power section of small intestine shows mucosa with finger-like villi of mildly variable height, crypts with goblet cells, and a moderate lymphoplasmacytic infiltrate in the lamina propria. Submucosal adipose tissue and glands are present at the top of the field. No ulceration, mass lesion or transmural atypical lymphoid infiltrate is identified, and intraepithelial lymphocytes cannot be assessed at this magnification. The image is not diagnostic of enteropathy-associated T-cell lymphoma on its own and likely represents non-tumoral mucosa; correlation with the tumor sections and CD3/CD8 immunostains is needed.	https://imagebank.hematology.org/image/2180/enteropathy-type-t-cell-lymphoma--3?type=upload
2181	partial	Enteropathy Type T Cell Lymphoma - 4.	High-power section of small-intestinal mucosa shows a villus lined by columnar enterocytes with goblet cells and scattered intraepithelial lymphocytes. The lamina propria is edematous and contains scattered lymphocytes, plasma cells and occasional eosinophils. No sheets of atypical lymphoid cells or mucosal destruction are identified in this field, and villous architecture of the illustrated villus is relatively preserved. These findings may represent mucosa adjacent to enteropathy-associated T-cell lymphoma, but are not diagnostic by themselves; quantification of intraepithelial lymphocytes with CD3/CD8 and evaluation of the tumor are required.	https://imagebank.hematology.org/image/2181/enteropathy-type-t-cell-lymphoma--4?type=upload
2197	partial	Toxoplasmosis - 1.	Smear (likely marrow or body fluid) shows a single histiocyte-like cell with an irregular, crumpled nucleus and pale foamy cytoplasm. A band-like basophilic structure overlies the nucleus and could represent intracellular organisms; however, the staining is faint and individual crescent-shaped tachyzoites with discrete nuclei cannot be clearly resolved at this resolution. No free extracellular organisms are identified. The image is of limited diagnostic value on its own and is only suggestive of Toxoplasma infection; confirmation by serology, PCR or immunohistochemistry is required.	https://imagebank.hematology.org/image/2197/toxoplasmosis--1?type=upload
2198	partial	Toxoplasmosis - 2.	Smear at oil immersion shows a single small leukocyte, approximately the size of an adjacent red cell, with an irregular lobulated nucleus, coarse clumped chromatin, and cytoplasm containing fine pinkish-purple granules and a small dark punctate inclusion. The appearance is most in keeping with a granulocyte. No crescent-shaped tachyzoites with discrete nuclei are identified, so the image does not itself demonstrate Toxoplasma organisms. The diagnosis of toxoplasmosis must rest on serology, PCR or tissue immunohistochemistry.	https://imagebank.hematology.org/image/2198/toxoplasmosis--2?type=upload
2199	partial	Toxoplasmosis - 3.	Smear at high magnification shows a mononuclear cell containing two irregular, dense nucleus-like masses in pale finely granular cytoplasm, with a small dark cytoplasmic inclusion. An adjacent disrupted cell releases fine granular material, and nearby monocytoid cells have folded nuclei. Although the clustered chromatin-rich material may represent intracellular organisms, discrete crescent-shaped tachyzoites with single central nuclei cannot be confidently identified. The image is suggestive at most of Toxoplasma infection and requires confirmation by serology, PCR or immunostaining.	https://imagebank.hematology.org/image/2199/toxoplasmosis--3?type=upload
22440	partial	Paroxysmal nocturnal hemoglobinuria and its complications	Serial bone marrow aspirates and trephine biopsies are shown. The 2002 aspirate and biopsy show preserved cellularity with erythroid precursor clusters and trilineage hematopoiesis. The 2013 aspirate contains more fat and fewer hematopoietic elements, and the corresponding biopsy is markedly hypocellular, consisting predominantly of adipose tissue between bony trabeculae with only scant residual hematopoiesis. No blast increase or infiltrative process is seen at this magnification. In a patient with paroxysmal nocturnal hemoglobinuria, findings are consistent with progression to marrow hypoplasia (aplastic anemia/PNH overlap); the PNH clone itself must be documented by flow cytometry.	https://imagebank.hematology.org/image/22440/paroxysmal-nocturnal-hemoglobinuria-and-its-complications?type=upload
